CustomerID,Recency,Frequency,Monetary,Segment,Country,Revenue_Share
12514.0,267,1,1017.68,At Risk,Italy,0.00012293019414192293
12515.0,353,1,383.7,Lost Customers,Italy,4.634886751459774e-05
12516.0,77,2,1312.06,Potential Loyalists,Germany,0.00015848969275789187
12517.0,28,6,2443.65,Champions,Germany,0.00029517959369832364
12518.0,0,5,2056.89,Champions,Germany,0.00024846109487125604
12519.0,63,1,330.84,At Risk,Germany,3.996366778350147e-05
12520.0,79,6,2582.51,Loyal Customers,Germany,0.00031195312443347363
12521.0,142,1,599.68,At Risk,Germany,7.243807368035958e-05
12522.0,39,2,192.72,At Risk,Germany,2.3279525012804995e-05
12523.0,1,13,1745.57,Champions,France,0.00021085533663658165
12524.0,9,8,4485.72,Champions,Germany,0.0005418505133895789
12526.0,0,3,1316.66,Loyal Customers,Germany,0.0001590453476720622
12527.0,81,3,348.71000000000004,Potential Loyalists,Germany,4.212226633050659e-05
12528.0,9,8,1922.28,Champions,Germany,0.00023220094095898085
12530.0,59,5,1623.63,Loyal Customers,Germany,0.000196125649629206
12531.0,14,1,125.22,At Risk,Germany,1.5125893120088426e-05
12532.0,30,1,349.83000000000004,Potential Loyalists,France,4.225755622265241e-05
12534.0,130,1,1089.18,Potential Loyalists,Germany,0.00013156700422087457
12535.0,91,2,716.35,Potential Loyalists,France,8.653117342737058e-05
12536.0,7,5,4106.82,Champions,France,0.0004960814596984631
12538.0,29,1,363.95,Potential Loyalists,Spain,4.396317522006215e-05
12539.0,22,5,3852.5,Champions,Spain,0.00046536099061763827
12540.0,19,19,13309.039999999999,Champions,Spain,0.0016076594519324522
12541.0,29,3,981.18,Loyal Customers,Spain,0.00011852119319252804
12544.0,29,2,355.7,Potential Loyalists,Spain,4.296662021095235e-05
12545.0,75,2,1000.39,Potential Loyalists,Spain,0.00012084165643192191
12546.0,46,3,1141.5,Loyal Customers,Spain,0.0001378869748968291
12547.0,197,2,207.79999999999998,Lost Customers,Spain,2.5101106774911154e-05
12548.0,166,1,95.19999999999999,Lost Customers,Spain,1.1499640832394331e-05
12550.0,79,1,964.83,Potential Loyalists,Spain,0.00011654620235629226
12551.0,357,1,168.0,Lost Customers,Spain,2.029348382187235e-05
12552.0,38,2,437.82,Potential Loyalists,Italy,5.288626837435805e-05
12553.0,8,14,3652.25,Champions,France,0.00044117188266924577
12556.0,50,2,599.56,Potential Loyalists,Spain,7.242357833477254e-05
12557.0,16,5,11990.960000000001,Champions,Spain,0.0014484425760042767
12558.0,1,2,1.0658141036401503e-14,Potential Loyalists,USA,1.2874453136514744e-21
12559.0,310,3,536.21,Potential Loyalists,Germany,6.477124381027485e-05
12560.0,5,4,2101.39,Champions,Germany,0.00025383645219312107
12561.0,302,1,238.85,Lost Customers,Germany,2.8851777445560778e-05
12562.0,8,7,3781.7400000000002,Champions,France,0.00045681356850314016
12564.0,261,1,456.9,Lost Customers,France,5.519102832269926e-05
12565.0,281,2,131.17,Lost Customers,Saudi Arabia,1.584462067211307e-05
12566.0,72,2,346.7,At Risk,Germany,4.1879469291923474e-05
12567.0,22,11,9114.94,Champions,France,0.0011010350442103402
12569.0,2,35,4064.9900000000002,Champions,Germany,0.0004910286238159101
12571.0,39,2,519.61,Potential Loyalists,France,6.276605433739936e-05
12572.0,8,3,1004.72,Loyal Customers,Germany,0.00012136469681852135
12573.0,227,1,160.54000000000002,Lost Customers,France,1.9392356504543975e-05
12574.0,315,1,218.45,Lost Customers,France,2.638756869576199e-05
12576.0,35,6,1306.98,Loyal Customers,Poland,0.00015787605646137335
12577.0,35,4,564.2,Loyal Customers,France,6.815228316845465e-05
12578.0,21,4,2753.36,Champions,Italy,0.00033259087271303846
12579.0,73,3,410.72,Potential Loyalists,France,4.961273616261555e-05
12580.0,246,1,415.7,Lost Customers,Germany,5.021429300447819e-05
12581.0,39,1,197.71,At Risk,Germany,2.388228980013323e-05
12582.0,238,2,511.36,At Risk,Finland,6.176949932828956e-05
12583.0,2,18,7187.34,Champions,France,0.0008681914762636668
12584.0,3,18,1893.95,Champions,Italy,0.00022877883145497107
12585.0,234,4,1982.81,Potential Loyalists,Germany,0.0002395126348621828
12586.0,17,2,179.94000000000003,Potential Loyalists,Italy,2.1735770707783994e-05
12587.0,7,1,144.0,Potential Loyalists,Finland,1.7394414704462014e-05
12588.0,39,1,214.89999999999998,At Risk,Finland,2.595874805547838e-05
12589.0,28,2,646.68,Potential Loyalists,France,7.81154173686215e-05
12590.0,190,3,9861.38,Potential Loyalists,Germany,0.001191200925543664
12591.0,317,1,452.84999999999997,Lost Customers,Italy,5.4701810409136266e-05
12592.0,92,2,437.6,At Risk,Germany,5.285969357411512e-05
12593.0,108,3,418.09999999999997,Potential Loyalists,France,5.050419991621922e-05
12594.0,37,11,3320.2200000000003,Champions,Italy,0.0004010644693753394
12596.0,51,2,618.27,Potential Loyalists,Spain,7.4683644300887e-05
12597.0,19,5,3683.13,Champions,Spain,0.00044490201826698043
12598.0,9,9,3002.68,Champions,France,0.00036270736906106945
12599.0,29,7,1032.58,Loyal Customers,France,0.0001247300328856485
12600.0,28,11,2581.04,Champions,Germany,0.0003117755564500322
12601.0,189,6,569.5600000000001,Potential Loyalists,Germany,6.879974193800962e-05
12602.0,58,1,153.12,At Risk,France,1.849606096907794e-05
12603.0,21,1,739.1999999999999,Potential Loyalists,Germany,8.929132881623833e-05
12604.0,79,2,254.18,At Risk,France,3.070355784430663e-05
12605.0,365,1,-7.5,Lost Customers,Germany,-9.0595909919073e-07
12607.0,58,2,3.552713678800501e-15,At Risk,USA,4.291484378838248e-22
12609.0,78,3,1126.85,Potential Loyalists,Germany,0.00013611733478974318
12610.0,22,7,2057.99,Champions,Italy,0.00024859396887247067
12611.0,52,1,1193.32,Potential Loyalists,Italy,0.00014414654829950424
12612.0,57,2,643.59,Potential Loyalists,Germany,7.774216221975492e-05
12613.0,31,6,3218.98,Champions,Germany,0.0003888352294817301
12614.0,277,1,315.6,Lost Customers,Germany,3.812275889394592e-05
12615.0,2,4,2291.19,Champions,France,0.00027676325712997445
12616.0,85,5,657.25,Potential Loyalists,France,7.939221572574764e-05
12617.0,29,1,352.98,Potential Loyalists,France,4.263805904431252e-05
12618.0,21,1,177.31,At Risk,Italy,2.1418081050334444e-05
12619.0,16,13,3214.81,Champions,Germany,0.00038833151622258004
12620.0,14,3,1339.41,Loyal Customers,France,0.00016179342360627408
12621.0,1,23,13612.07,Champions,Germany,0.0016442638233761546
12622.0,232,1,180.1,Lost Customers,Germany,2.1755097835233395e-05
12623.0,276,1,305.1,Lost Customers,Germany,3.685441615507889e-05
12624.0,106,2,641.13,Potential Loyalists,France,7.744500763522035e-05
12625.0,211,3,2614.32,Potential Loyalists,Germany,0.00031579559895950787
12626.0,23,13,6388.35,Champions,Germany,0.0007716778415086799
12627.0,10,7,4478.53,Champions,Germany,0.0005409820005998213
12628.0,4,4,769.61,Loyal Customers,Germany,9.296469097709035e-05
12630.0,9,2,1270.88,Loyal Customers,Finland,0.00015351537333060198
12631.0,57,1,640.5,Potential Loyalists,Finland,7.736890707088834e-05
12633.0,58,5,2140.63,Loyal Customers,Germany,0.000258576430200087
12635.0,89,2,1689.18,Potential Loyalists,Germany,0.00020404373215613297
12637.0,67,10,5934.25,Champions,France,0.0007168250379163452
12638.0,33,1,671.69,Potential Loyalists,Sweden,8.11364889780562e-05
12639.0,238,1,486.1,At Risk,Sweden,5.8718229082215175e-05
12640.0,23,3,1174.58,Loyal Customers,France,0.000141882858496993
12641.0,115,1,185.9,Lost Customers,Sweden,2.2455706205274226e-05
12642.0,25,3,1013.26,Loyal Customers,Germany,0.0001223962822461332
12643.0,128,6,3344.64,Loyal Customers,France,0.0004040142722023044
12644.0,129,1,477.91,At Risk,Germany,5.77289217458989e-05
12645.0,33,5,1755.38,Loyal Customers,Germany,0.00021204033113832315
12646.0,4,2,1346.97,Loyal Customers,USA,0.00016270663037825834
12647.0,22,13,3669.92,Champions,Germany,0.00044330632230693914
12648.0,154,1,318.05,At Risk,Germany,3.841870553301489e-05
12649.0,107,4,603.71,Potential Loyalists,Germany,7.292487570299141e-05
12650.0,3,1,314.44,Potential Loyalists,France,3.798263721993775e-05
12651.0,334,1,114.0,Lost Customers,France,1.3770578307699095e-05
12652.0,322,2,914.53,Potential Loyalists,France,0.00011047023666438643
12653.0,148,2,2209.85,Potential Loyalists,Israel,0.0002669378287128846
12654.0,10,5,601.98,Loyal Customers,Germany,7.271590113744475e-05
12656.0,17,8,3982.72,Champions,France,0.00048109085647052047
12657.0,11,5,1152.06,Champions,France,0.00013916256530848963
12658.0,18,1,686.05,Potential Loyalists,Germany,8.287109866664003e-05
12659.0,29,1,91.68,At Risk,France,1.1074444028507484e-05
12660.0,11,1,245.1,Potential Loyalists,France,2.9606743361553052e-05
12662.0,0,12,3817.08,Champions,Germany,0.00046108244777852685
12664.0,8,10,4863.88,Champions,Finland,0.000587530179116241
12665.0,324,2,61.75,Lost Customers,Germany,7.459063250003677e-06
12666.0,359,1,-227.44,Lost Customers,Israel,-2.7473511669325283e-05
12667.0,58,1,620.13,Potential Loyalists,Finland,7.490832215748631e-05
12668.0,7,6,3743.18,Champions,Germany,0.00045215573078783415
12669.0,150,4,1607.73,Loyal Customers,France,0.00019420501633892162
12670.0,10,6,2986.15,Champions,France,0.0003607106352064531
12672.0,329,1,225.89999999999998,Lost Customers,France,2.7287488067624783e-05
12673.0,5,2,610.52,Loyal Customers,Germany,7.37474865650566e-05
12674.0,11,7,1922.26,Champions,France,0.00023219852506804967
12676.0,24,6,1331.39,Loyal Customers,Sweden,0.0001608246513428728
12678.0,42,13,17588.26,Champions,France,0.002124565891457646
12679.0,52,9,1058.67,Loyal Customers,France,0.0001278815626053667
12680.0,0,4,862.81,Loyal Customers,France,0.00010422274271636715
12681.0,14,27,13677.59,Champions,France,0.0016521782820666847
12682.0,3,31,12279.82,Champions,France,0.0014833352887232412
12683.0,4,20,8221.09,Champions,France,0.000993062838768789
12684.0,7,7,2283.63,Champions,France,0.00027585005035799025
12685.0,28,6,2863.08,Champions,France,0.000345844450361466
12686.0,371,1,89.14,Lost Customers,France,1.0767625880248223e-05
12688.0,113,1,4873.8099999999995,Potential Loyalists,Israel,0.0005887296689635695
12689.0,25,2,1247.61,Loyal Customers,France,0.00015070448423217954
12690.0,205,1,389.01,Lost Customers,France,4.699028655682478e-05
12691.0,28,6,1035.8,Loyal Customers,France,0.00012511899132556774
12693.0,120,6,830.96,Potential Loyalists,Germany,0.00010037543640847053
12694.0,70,2,869.67,Potential Loyalists,France,0.00010505139330576027
12695.0,7,4,582.1,Loyal Customers,France,7.031450555185653e-05
12697.0,21,5,939.02,Loyal Customers,Sweden,0.00011342849510961056
12700.0,7,6,4867.99,Champions,France,0.0005880266447025975
12701.0,79,2,797.71,Potential Loyalists,Germany,9.635901773539162e-05
12702.0,19,1,219.0,At Risk,Germany,2.6454005696369315e-05
12703.0,64,2,274.7,Potential Loyalists,Germany,3.3182261939692466e-05
12704.0,7,10,2220.84,Champions,Finland,0.0002682653607795654
12705.0,15,14,6814.24,Champions,Germany,0.000823123030942592
12707.0,291,1,603.42,At Risk,France,7.288984528448936e-05
12708.0,29,16,2616.32,Champions,Germany,0.0003160371880526254
12709.0,3,26,9264.1,Champions,Germany,0.0011190527587750456
12710.0,96,4,1130.57,Loyal Customers,Germany,0.0001365666905029418
12712.0,22,17,4241.63,Champions,Germany,0.0005123657725200501
12713.0,0,1,848.55,Potential Loyalists,Germany,0.00010250021248243918
12714.0,9,5,4708.86,Champions,France,0.0005688046085087013
12715.0,106,1,343.36,At Risk,Sweden,4.14760155064172e-05
12716.0,3,2,1053.49,Loyal Customers,France,0.00012725584685419227
12717.0,151,3,980.98,Potential Loyalists,Greece,0.0001184970342832163
12718.0,71,1,238.25,At Risk,France,2.877930071762552e-05
12719.0,5,3,608.1,Loyal Customers,France,7.345516376238438e-05
12720.0,2,29,5713.28,Champions,Germany,0.0006901330669632551
12721.0,31,7,2628.98,Champions,France,0.00031756644701205934
12722.0,85,6,904.33,Loyal Customers,France,0.00010923813228948705
12723.0,3,5,725.07,Loyal Customers,France,8.758450187336301e-05
12724.0,5,4,1031.41,Champions,France,0.00012458870326617478
12725.0,371,1,427.8,Lost Customers,Italy,5.1675907017839236e-05
12726.0,28,7,2609.1,Champions,France,0.0003151650514264711
12727.0,10,9,3947.7,Champions,France,0.0004768606314500326
12728.0,71,4,836.33,Loyal Customers,France,0.0001010241031234911
12729.0,113,1,453.01,At Risk,France,5.472113753658568e-05
12731.0,23,14,18793.41,Champions,France,0.002270141439242941
12732.0,179,1,236.26000000000002,Lost Customers,France,2.8538919569973584e-05
12733.0,234,1,383.95,Lost Customers,USA,4.637906615123743e-05
12734.0,352,1,110.39999999999999,Lost Customers,France,1.3335717940087543e-05
12735.0,315,2,779.5699999999999,At Risk,France,9.416780466081563e-05
12736.0,332,1,234.0,Lost Customers,France,2.8265923894750775e-05
12738.0,372,1,155.35,Lost Customers,Germany,1.8765432807903985e-05
12739.0,78,2,1013.04,Potential Loyalists,United Arab Emirates,0.00012236970744589027
12740.0,63,1,427.6,At Risk,France,5.165174810852748e-05
12743.0,134,2,540.13,Potential Loyalists,Unspecified,6.524475843278519e-05
12744.0,51,10,9120.39,Champions,Singapore,0.0011016933744890855
12747.0,2,11,4196.01,Champions,United Kingdom,0.0005068551253060393
12748.0,0,223,28405.56,Champions,United Kingdom,0.0034312367399477644
12749.0,3,8,3868.2,Champions,United Kingdom,0.00046725746499861085
12750.0,128,1,275.88,At Risk,Poland,3.332479950463181e-05
12752.0,81,1,4366.78,Potential Loyalists,Norway,0.0005274832100218794
12753.0,3,11,21024.01,Champions,Japan,0.0025395857547969194
12754.0,235,5,2949.12,Loyal Customers,Japan,0.00035623761314738207
12755.0,249,4,2203.2,Loyal Customers,Japan,0.0002661345449782688
12756.0,86,1,112.07999999999998,Lost Customers,Japan,1.3538652778306266e-05
12757.0,15,19,4205.25,Champions,Portugal,0.0005079712669162422
12758.0,116,2,2791.59,Potential Loyalists,Portugal,0.00033720884822797996
12759.0,52,3,1531.44,Loyal Customers,Netherlands,0.00018498960038195353
12762.0,7,2,1898.52,Loyal Customers,Portugal,0.0002293308625327446
12763.0,138,2,494.08,Potential Loyalists,Japan,5.968216956375411e-05
12764.0,316,1,1693.88,At Risk,Lebanon,0.00020461146652495915
12766.0,3,7,6989.63,Champions,Portugal,0.0008443091864635335
12769.0,238,1,1143.6,At Risk,Brazil,0.00013814064344460248
12770.0,210,1,1351.45,At Risk,Japan,0.0001632477899468416
12772.0,59,1,892.47,Potential Loyalists,Portugal,0.0001078055089673001
12775.0,17,6,1351.24,Loyal Customers,Netherlands,0.00016322242309206426
12778.0,19,7,804.23,Loyal Customers,Netherlands,9.714659817895477e-05
12779.0,21,12,3868.7,Champions,Poland,0.0004673178622718902
12781.0,21,5,707.72,Loyal Customers,Czech Republic,8.548871649056846e-05
12782.0,4,6,2273.32,Champions,Portugal,0.00027460465858296937
12783.0,2,8,1603.87,Champions,Portugal,0.0001937387493892048
12784.0,9,2,532.8199999999999,Loyal Customers,Portugal,6.436175029744062e-05
12785.0,2,2,305.71,Potential Loyalists,Portugal,3.692810082847974e-05
12787.0,9,3,463.66,Loyal Customers,Netherlands,5.600759945743652e-05
12789.0,65,1,91.85,At Risk,Netherlands,1.1094979101422472e-05
12790.0,192,1,324.92,Lost Customers,Netherlands,3.9248564067873594e-05
12791.0,373,1,192.60000000000002,Lost Customers,Netherlands,2.3265029667217947e-05
12792.0,256,1,400.53999999999996,Lost Customers,Portugal,4.8383047678647327e-05
12793.0,334,2,545.48,At Risk,Portugal,6.589100925687459e-05
12794.0,53,2,860.41,Potential Loyalists,Portugal,0.00010393283580462612
12795.0,18,1,430.48,Potential Loyalists,Portugal,5.199963640261672e-05
12797.0,360,3,194.18,At Risk,Portugal,2.3455885050780793e-05
12798.0,10,3,6977.04,Champions,Japan,0.0008427883831223587
12802.0,183,2,412.58,At Risk,Netherlands,4.9837414019214844e-05
12808.0,36,3,483.65000000000003,Potential Loyalists,Portugal,5.842228244314621e-05
12809.0,168,2,484.36,Potential Loyalists,Portugal,5.8508046571202925e-05
12811.0,260,3,514.85,Potential Loyalists,Portugal,6.219107229577965e-05
12812.0,44,1,229.64000000000001,At Risk,Japan,2.7739259671754565e-05
12814.0,101,1,125.92,Lost Customers,Poland,1.5210449302679561e-05
12815.0,147,2,1063.46,Potential Loyalists,Poland,0.00012846016848338317
12816.0,95,2,572.2,Potential Loyalists,Poland,6.911863954092476e-05
12817.0,281,1,166.04,Lost Customers,Austria,2.005672651061717e-05
12818.0,178,2,1517.88,Potential Loyalists,Austria,0.00018335162633061668
12820.0,3,4,942.34,Champions,United Kingdom,0.00011382953300418567
12821.0,214,1,92.72,Lost Customers,United Kingdom,1.1200070356928597e-05
12822.0,70,3,918.98,Loyal Customers,United Kingdom,0.00011100777239657293
12823.0,74,5,1759.5,Loyal Customers,United Kingdom,0.00021253800467014523
12824.0,59,1,397.12,At Risk,United Kingdom,4.7969930329416356e-05
12826.0,2,8,1468.1200000000001,Champions,United Kingdom,0.00017734088969385261
12827.0,5,3,430.15000000000003,Loyal Customers,United Kingdom,5.195977420225234e-05
12828.0,2,6,1018.71,Champions,United Kingdom,0.00012305461252487847
12829.0,322,3,253.05,At Risk,United Kingdom,3.056706000669523e-05
12830.0,37,7,6748.4,Loyal Customers,United Kingdom,0.0008151699179971629
12831.0,262,1,215.05,Lost Customers,United Kingdom,2.59768672374622e-05
12832.0,32,2,383.03,Potential Loyalists,United Kingdom,4.626793516840337e-05
12833.0,145,1,417.38,At Risk,United Kingdom,5.0417227842696914e-05
12834.0,282,1,312.38,Lost Customers,United Kingdom,3.7733800454026696e-05
12836.0,59,4,2610.36,Loyal Customers,United Kingdom,0.0003153172525551352
12837.0,173,1,134.1,Lost Customers,United Kingdom,1.619854869353025e-05
12838.0,33,2,671.95,Potential Loyalists,United Kingdom,8.116789556016147e-05
12839.0,2,16,5583.62,Champions,United Kingdom,0.0006744708460564458
